,dates,values,spike/deep
202,17:25:35:604263,0.0828303334613641,-1
203,17:25:35:665349,0.08739003539085388,-1
204,17:25:35:712938,0.09014272441466649,-1
205,17:25:35:774218,0.0993714580933253,-1
206,17:25:35:821796,0.1129939431945483,-1
207,17:25:35:869780,0.12200602640708287,0
208,17:25:35:930429,0.1569224496682485,0
209,17:25:35:980618,0.17813410858313242,0
210,17:25:36:038210,0.19337883094946542,0
211,17:25:36:089561,0.21265215675036112,0
212,17:25:36:152359,0.22766897082328796,0
213,17:25:36:208947,0.28279730677604675,0
214,17:25:36:258867,0.3029388686021169,0
215,17:25:36:316948,0.31652530034383136,0
216,17:25:36:376028,0.3308364947636922,0
217,17:25:36:433175,0.3721205989519755,1
218,17:25:36:490012,0.38059599200884503,1
219,17:25:36:551486,0.3884315292040507,1
220,17:25:36:620637,0.3925766050815582,1
221,17:25:36:681496,0.3903410832087199,1
222,17:25:36:742104,0.38131075104077655,1
223,17:25:36:805593,0.37243401010831195,1
224,17:25:36:863165,0.32546308636665344,1
225,17:25:36:915555,0.30373629927635193,0
226,17:25:36:973086,0.2862004141012828,0
227,17:25:37:040425,0.2686803738276164,0
228,17:25:37:097272,0.2047185649474462,0
229,17:25:37:145677,0.18544450402259827,0
230,17:25:37:208715,0.1696437100569407,0
231,17:25:37:273824,0.16067334016164145,0
232,17:25:37:333907,0.11688320587078731,0
233,17:25:37:397285,0.10408232112725575,0
234,17:25:37:457238,0.09784193833669026,-1
235,17:25:37:505313,0.09306642413139343,-1
236,17:25:37:568671,0.0822204848130544,-1
237,17:25:37:631436,0.07739220435420673,-1
238,17:25:37:689836,0.08117763201395671,-1
239,17:25:37:741221,0.0809272254506747,-1
240,17:25:37:801065,0.08043394237756729,-1
241,17:25:37:866299,0.08018545806407928,-1
242,17:25:37:930988,0.08118462065855662,-1
243,17:25:37:986839,0.08135479936997096,-1
244,17:25:38:052184,0.08213939269383748,-1
245,17:25:38:117697,0.08311030765374501,-1
246,17:25:38:175535,0.08458150426546733,-1
247,17:25:38:239914,0.09179288148880005,-1
248,17:25:38:304783,0.09847258031368256,-1
249,17:25:38:364165,0.10497417797644933,-1
250,17:25:38:414869,0.11329819758733113,0
251,17:25:38:477305,0.1475298454364141,0
252,17:25:38:537584,0.16602076093355814,0
253,17:25:38:589468,0.1782971372207006,0
254,17:25:38:651799,0.1949786295493444,0
255,17:25:38:711330,0.2600281238555908,0
256,17:25:38:778728,0.2773480713367462,0
257,17:25:38:838401,0.29469335079193115,0
258,17:25:38:904608,0.3506037692228953,1
259,17:25:38:962927,0.36188583572705585,1
260,17:25:39:023350,0.3711877663930257,1
261,17:25:39:075375,0.37857197721799213,1
262,17:25:39:136857,0.3895575900872548,1
263,17:25:39:197709,0.3914573887983958,1
264,17:25:39:258148,0.38335079948107403,1
265,17:25:39:306098,0.37664199868837994,1
266,17:25:39:366145,0.34840991099675495,1
267,17:25:39:431098,0.32263877987861633,1
268,17:25:39:494746,0.3052341441313426,0
269,17:25:39:556994,0.24975359439849854,0
270,17:25:39:615858,0.23023959497610727,0
271,17:25:39:682295,0.21650934716065726,0
272,17:25:39:742652,0.20151051878929138,0
273,17:25:39:803274,0.1626899391412735,0
274,17:25:39:858253,0.14825224876403809,0
275,17:25:39:916957,0.14104443788528442,0
276,17:25:39:975364,0.13156205167373022,0
277,17:25:40:040072,0.10365017006794612,-1
278,17:25:40:099523,0.09939221789439519,-1
279,17:25:40:168938,0.0937556525071462,-1
280,17:25:40:225816,0.09071521461009979,-1
281,17:25:40:284110,0.0865728110074997,-1
282,17:25:40:336205,0.0855569193760554,-1
283,17:25:40:395298,0.08311941474676132,-1
284,17:25:40:442389,0.08499676982561748,-1
285,17:25:40:489603,0.08948547393083572,-1
286,17:25:40:536024,0.09373889863491058,-1
287,17:25:40:598671,0.09567582110563914,-1
288,17:25:40:662179,0.10591816405455272,-1
289,17:25:40:721015,0.14209575454394022,0
290,17:25:40:778151,0.16081989804903665,0
291,17:25:40:832700,0.1761370301246643,0
292,17:25:40:895920,0.18968685964743295,0
293,17:25:40:942654,0.20710245271523794,0
294,17:25:41:017468,0.27110289533933,0
295,17:25:41:066909,0.2891890009244283,0
296,17:25:41:123358,0.3018803397814433,0
297,17:25:41:179378,0.31756771604220074,0
298,17:25:41:238667,0.35861092805862427,1
299,17:25:41:285533,0.36749784151713055,1
300,17:25:41:360048,0.3720727463563283,1
301,17:25:41:418463,0.3765968680381775,1
302,17:25:41:471313,0.35751519600550336,1
303,17:25:41:521784,0.3451319734255473,1
304,17:25:41:589443,0.3381848732630412,1
305,17:25:41:648891,0.2700061897436778,0
306,17:25:41:707593,0.2303722103436788,0
307,17:25:41:757276,0.2107752114534378,0
308,17:25:41:820035,0.19131502509117126,0
309,17:25:41:882188,0.1541546235481898,0
310,17:25:41:942832,0.13928325225909552,0
311,17:25:41:989817,0.13022115329901376,0
312,17:25:42:049895,0.11797862003246944,0
313,17:25:42:097601,0.1118868738412857,0
314,17:25:42:142290,0.10264989733695984,-1
315,17:25:42:202630,0.09748728821674983,-1
316,17:25:42:267054,0.08412436147530873,-1
317,17:25:42:315136,0.07842065021395683,-1
318,17:25:42:375843,0.0734685907761256,-1
319,17:25:42:420483,0.07459286600351334,-1
320,17:25:42:472588,0.07709387814005216,-1
321,17:25:42:532852,0.07917336871226628,-1
322,17:25:42:591379,0.07909864808122317,-1
323,17:25:42:638824,0.0771603062748909,-1
324,17:25:42:700035,0.07549532254536946,-1
325,17:25:42:760579,0.0743797558049361,-1
326,17:25:42:808463,0.07502518097559611,-1
327,17:25:42:854675,0.07585007573167483,-1
328,17:25:42:901888,0.07644212990999222,-1
329,17:25:42:950314,0.07694801315665245,-1
330,17:25:42:998782,0.08137612044811249,-1
331,17:25:43:060757,0.1121916448076566,0
332,17:25:43:107415,0.12727282444636026,0
333,17:25:43:155266,0.13039971888065338,0
334,17:25:43:202461,0.14017809927463531,0
335,17:25:43:245425,0.18851072589556375,0
336,17:25:43:305444,0.22253786027431488,0
337,17:25:43:354444,0.0,0
338,17:25:43:403444,0.0,0
339,17:25:43:452444,0.0,0
340,17:25:43:501444,0.0,0
341,17:25:43:550444,0.0,0
342,17:25:43:599444,0.0,0
343,17:25:43:648444,0.0,0
344,17:25:43:697444,0.0,0
345,17:25:43:746444,0.0,0
346,17:25:43:795444,0.0,0
347,17:25:43:844444,0.0,0
348,17:25:43:893444,0.0,0
349,17:25:43:942444,0.0,0
350,17:25:43:991444,0.0,0
351,17:25:44:040444,0.0,0
352,17:25:44:089444,0.0,0
353,17:25:44:138444,0.0,0
354,17:25:44:187444,0.0,0
355,17:25:44:236444,0.0,0
356,17:25:44:285444,0.0,0
357,17:25:44:334444,0.0,0
358,17:25:44:383444,0.0,0
359,17:25:44:432444,0.0,0
360,17:25:44:481444,0.0,0
361,17:25:44:530444,0.0,0
362,17:25:44:579444,0.0,0
363,17:25:44:628444,0.0,0
364,17:25:44:677444,0.0,0
365,17:25:44:726444,0.0,0
366,17:25:44:775444,0.0,0
367,17:25:44:824444,0.0,0
368,17:25:44:873444,0.0,0
369,17:25:44:922444,0.0,0
370,17:25:44:971444,0.0,0
371,17:25:45:020444,0.0,0
372,17:25:45:069444,0.0,0
373,17:25:45:118444,0.0,0
374,17:25:45:167444,0.0,0
375,17:25:45:216444,0.0,0
376,17:25:45:265444,0.0,0
377,17:25:45:314444,0.0,0
378,17:25:45:363444,0.0,0
379,17:25:45:412444,0.0,0
380,17:25:45:461444,0.0,0
381,17:25:45:510444,0.0,0
382,17:25:45:559444,0.0,0
383,17:25:45:608444,0.0,0
384,17:25:45:657444,0.0,0
385,17:25:45:706444,0.0,0
386,17:25:45:755444,0.0,0
387,17:25:45:804444,0.0,0
388,17:25:45:853444,0.0,0
389,17:25:45:902444,0.0,0
390,17:25:45:951444,0.0,0
391,17:25:46:000444,0.0,0
392,17:25:46:049444,0.0,0
393,17:25:46:098444,0.0,0
394,17:25:46:147444,0.0,0
395,17:25:46:196444,0.0,0
396,17:25:46:245444,0.0,0
397,17:25:46:294444,0.0,0
398,17:25:46:343444,0.0,0
399,17:25:46:392444,0.0,0
400,17:25:46:441444,0.0,0
401,17:25:46:490444,0.0,0
402,17:25:46:539444,0.0,0
403,17:25:46:588444,0.0,0
404,17:25:46:637444,0.0,0
405,17:25:46:686444,0.0,0
406,17:25:46:735444,0.0,0
407,17:25:46:784444,0.0,0
408,17:25:46:833444,0.0,0
409,17:25:46:882444,0.0,0
410,17:25:46:931444,0.0,0
411,17:25:46:980444,0.0,0
412,17:25:47:029444,0.0,0
413,17:25:47:078444,0.0,0
414,17:25:47:127444,0.0,0
415,17:25:47:176444,0.0,0
416,17:25:47:225444,0.0,0
417,17:25:47:274444,0.0,0
418,17:25:47:323444,0.0,0
419,17:25:47:372444,0.0,0
420,17:25:47:421444,0.0,0
421,17:25:47:470444,0.0,0
422,17:25:47:519444,0.0,0
423,17:25:47:568444,0.0,0
424,17:25:47:617444,0.0,0
425,17:25:47:666444,0.0,0
426,17:25:47:715444,0.0,0
427,17:25:47:764444,0.0,0
428,17:25:47:813444,0.0,0
429,17:25:47:862444,0.0,0
430,17:25:47:911444,0.0,0
431,17:25:47:960444,0.0,0
432,17:25:48:009444,0.0,0
433,17:25:48:058444,0.0,0
434,17:25:48:107444,0.0,0
435,17:25:48:156444,0.0,0
436,17:25:48:205444,0.0,0
