,dates,values,spike/deep
199,16:26:42:739009,0.2397143542766571,-1
200,16:26:42:801847,0.2368509074052175,-1
201,16:26:42:855842,0.23037971059481302,-1
202,16:26:42:916232,0.23192362984021506,-1
203,16:26:42:975080,0.23182049890359244,-1
204,16:26:43:029539,0.23153944313526154,-1
205,16:26:43:089351,0.2328688899676005,-1
206,16:26:43:153247,0.23327463368574777,-1
207,16:26:43:210729,0.2346139351526896,-1
208,16:26:43:258200,0.23628186682860056,-1
209,16:26:43:309481,0.2451523095369339,0
210,16:26:43:370186,0.2579796214898427,0
211,16:26:43:432497,0.26811041434605914,0
212,16:26:43:496967,0.32295045256614685,0
213,16:26:43:560464,0.3460906545321147,0
214,16:26:43:625385,0.37014759580294293,0
215,16:26:43:687099,0.42278262972831726,0
216,16:26:43:750436,0.4389255444208781,0
217,16:26:43:813794,0.4517757296562195,0
218,16:26:43:876964,0.5010833541552225,1
219,16:26:43:942306,0.511045495669047,1
220,16:26:44:007524,0.5148957967758179,1
221,16:26:44:067206,0.5222025911013285,1
222,16:26:44:131193,0.5255223313967387,1
223,16:26:44:196863,0.5218812227249146,1
224,16:26:44:257278,0.5142001012961069,1
225,16:26:44:315968,0.5029676258563995,1
226,16:26:44:384213,0.4803324143091838,1
227,16:26:44:450065,0.45784976085027057,1
228,16:26:44:509019,0.3904275099436442,0
229,16:26:44:573170,0.3738822638988495,0
230,16:26:44:629604,0.35922835270563763,0
231,16:26:44:688229,0.3411356012026469,0
232,16:26:44:733726,0.3257047136624654,0
233,16:26:44:781268,0.28253958622614544,0
234,16:26:44:824028,0.2712747852007548,0
235,16:26:44:873310,0.2618674437204997,0
236,16:26:44:922188,0.2558139016230901,0
237,16:26:44:981470,0.2473735809326172,0
238,16:26:45:031949,0.2387059380610784,-1
239,16:26:45:095773,0.2329592059055964,-1
240,16:26:45:173308,0.22783691684405008,-1
241,16:26:45:248382,0.22631143033504486,-1
242,16:26:45:306497,0.2257059762875239,-1
243,16:26:45:369931,0.22521796325842539,-1
244,16:26:45:420159,0.22627132634321848,-1
245,16:26:45:482321,0.22364587585131326,-1
246,16:26:45:544399,0.22261432309945425,-1
247,16:26:45:589285,0.22400218745072684,-1
248,16:26:45:639601,0.22453696032365164,-1
249,16:26:45:702810,0.2242178569237391,-1
250,16:26:45:763019,0.22385478019714355,-1
251,16:26:45:821365,0.2247314304113388,-1
252,16:26:45:880846,0.2256995290517807,-1
253,16:26:45:933595,0.24656339486440024,-1
254,16:26:45:991863,0.2576652665932973,0
255,16:26:46:039760,0.264838566382726,0
256,16:26:46:090403,0.27545641859372455,0
257,16:26:46:149813,0.2843303581078847,0
258,16:26:46:198978,0.31940606236457825,0
259,16:26:46:264127,0.33091973265012103,0
260,16:26:46:322009,0.34175147612889606,0
261,16:26:46:370879,0.34802407026290894,0
262,16:26:46:416223,0.35509126385052997,0
263,16:26:46:463369,0.36763377984364826,0
264,16:26:46:512213,0.4170569082101186,0
265,16:26:46:572897,0.4296674033006032,0
266,16:26:46:630318,0.4385783076286316,0
267,16:26:46:696143,0.450809250275294,0
268,16:26:46:753876,0.4880545437335968,1
269,16:26:46:816479,0.4941784242788951,1
270,16:26:46:874722,0.5018043220043182,1
271,16:26:46:942784,0.5184334715207418,1
272,16:26:46:998410,0.525808056195577,1
273,16:26:47:065163,0.5246567726135254,1
274,16:26:47:124434,0.5284388065338135,1
275,16:26:47:186034,0.5131985247135162,1
276,16:26:47:249203,0.5059727728366852,1
277,16:26:47:306864,0.5017928083737692,1
278,16:26:47:362237,0.5001803735891978,1
279,16:26:47:422045,0.46393906076749164,1
280,16:26:47:479073,0.4470551609992981,0
281,16:26:47:522519,0.43387602766354877,0
282,16:26:47:575556,0.41898075739542645,0
283,16:26:47:633703,0.3817206124464671,0
284,16:26:47:692703,0.36208731929461163,0
285,16:26:47:750268,0.3517376979192098,0
286,16:26:47:816227,0.34050209323565167,0
287,16:26:47:870583,0.3090548813343048,0
288,16:26:47:929326,0.2897842526435852,0
289,16:26:47:982219,0.28026334444681805,0
290,16:26:48:038802,0.275194784005483,0
291,16:26:48:113814,0.25698459645112354,0
292,16:26:48:159646,0.24983360866705576,-1
293,16:26:48:213118,0.2513028085231781,-1
294,16:26:48:272280,0.24631938338279724,-1
295,16:26:48:320930,0.2419471244017283,-1
296,16:26:48:377837,0.23623828093210855,-1
297,16:26:48:428800,0.23488181829452515,-1
298,16:26:48:486512,0.2302894244591395,-1
299,16:26:48:537869,0.22996540367603302,-1
300,16:26:48:601002,0.2291238953669866,-1
301,16:26:48:661896,0.2279507964849472,-1
302,16:26:48:708106,0.22903799513975778,-1
303,16:26:48:756035,0.22920470933119455,-1
304,16:26:48:817149,0.22977973024050394,-1
305,16:26:48:881491,0.23083136975765228,-1
306,16:26:48:941135,0.23175416390101114,-1
307,16:26:48:989491,0.2356103410323461,-1
308,16:26:49:065725,0.2422647327184677,-1
309,16:26:49:114936,0.26065481702486676,0
310,16:26:49:175777,0.2707607646783193,0
311,16:26:49:256536,0.27839434146881104,0
312,16:26:49:313243,0.31545992692311603,0
313,16:26:49:361764,0.33738194902737934,0
314,16:26:49:409512,0.34694839517275494,0
315,16:26:49:456428,0.35306989153226215,0
316,16:26:49:515373,0.35431069135665894,0
317,16:26:49:569629,0.39548081159591675,0
318,16:26:49:617266,0.40889227390289307,0
319,16:26:49:696932,0.4180564383665721,0
320,16:26:49:754699,0.4275790254275004,0
321,16:26:49:816885,0.4369095166524251,0
322,16:26:49:878866,0.48065558075904846,1
323,16:26:49:939563,0.4845636487007141,1
324,16:26:49:988218,0.5056316355864207,1
325,16:26:50:057768,0.5117056369781494,1
326,16:26:50:114286,0.5147136747837067,1
327,16:26:50:191795,0.5222991307576498,1
328,16:26:50:259754,0.520076334476471,1
329,16:26:50:311649,0.5046003063519796,1
330,16:26:50:359174,0.49966243902842206,1
331,16:26:50:408955,0.4958644509315491,1
332,16:26:50:484778,0.45676297942797345,1
333,16:26:50:546217,0.43827025095621747,0
334,16:26:50:593763,0.42244216799736023,0
335,16:26:50:646163,0.40890713532765705,0
336,16:26:50:702122,0.38287221391995746,0
337,16:26:50:750920,0.3682044446468353,0
338,16:26:50:810676,0.35801927248636883,0
339,16:26:50:863589,0.34714509050051373,0
340,16:26:50:924466,0.33844878276189166,0
341,16:26:50:982178,0.29869375626246136,0
342,16:26:51:033612,0.28620051344235736,0
343,16:26:51:099621,0.28001676003138226,0
344,16:26:51:153911,0.2624654620885849,0
345,16:26:51:200341,0.25911662975947064,0
346,16:26:51:246635,0.25542715191841125,-1
347,16:26:51:292564,0.24952641626199087,-1
348,16:26:51:344942,0.2478142629067103,-1
349,16:26:51:404474,0.242102841536204,-1
350,16:26:51:464226,0.23576118548711142,-1
351,16:26:51:511540,0.2335325429836909,-1
352,16:26:51:556052,0.23316117624441782,-1
353,16:26:51:605691,0.23403864105542502,-1
354,16:26:51:654356,0.23348610599835715,-1
355,16:26:51:713891,0.2327975183725357,-1
356,16:26:51:758694,0.23228841026624045,-1
357,16:26:51:808331,0.23122948904832205,-1
358,16:26:51:867516,0.23088372250398,-1
359,16:26:51:918562,0.23072930673758188,-1
360,16:26:51:986445,0.230510080854098,-1
361,16:26:52:040735,0.2301780730485916,-1
362,16:26:52:087485,0.23224587241808572,-1
363,16:26:52:134028,0.23448964456717172,-1
364,16:26:52:182924,0.2527081370353699,0
365,16:26:52:229871,0.26309659083684284,0
366,16:26:52:289135,0.2716430922349294,0
367,16:26:52:340913,0.30987221995989483,0
368,16:26:52:399741,0.32579541206359863,0
369,16:26:52:449731,0.3377010027567546,0
370,16:26:52:510352,0.3415825565656026,0
371,16:26:52:562271,0.35026689370473224,0
372,16:26:52:617797,0.4127807815869649,0
373,16:26:52:666633,0.4286530017852783,0
374,16:26:52:726694,0.43722238143285114,0
375,16:26:52:773070,0.44669486085573834,0
376,16:26:52:821706,0.45663007100423175,0
377,16:26:52:884066,0.4908024072647095,1
378,16:26:52:958201,0.5074071983496348,1
379,16:26:53:008768,0.5285291870435079,1
380,16:26:53:071828,0.5339119633038839,1
381,16:26:53:128230,0.5592925151189169,1
382,16:26:53:175682,0.5642884174982706,1
383,16:26:53:221310,0.5686499873797098,1
384,16:26:53:270593,0.5710575381914774,1
385,16:26:53:329476,0.5697169701258341,1
386,16:26:53:376837,0.5527319510777792,1
387,16:26:53:430957,0.5470687548319498,1
388,16:26:53:485563,0.5387421250343323,1
389,16:26:53:535467,0.5210679074128469,1
390,16:26:53:595119,0.5028897523880005,1
391,16:26:53:643772,0.4489423135916392,0
392,16:26:53:713005,0.43309714396794635,0
393,16:26:53:769621,0.4172717134157817,0
394,16:26:53:824801,0.40321779251098633,0
395,16:26:53:876750,0.35605820020039874,0
396,16:26:53:933891,0.34194021423657733,0
397,16:26:53:979732,0.3288435737291972,0
398,16:26:54:026965,0.3178266684214274,0
399,16:26:54:078526,0.3079487085342407,0
400,16:26:54:138028,0.2973746955394745,0
401,16:26:54:197778,0.26891814668973285,0
402,16:26:54:246291,0.26073718070983887,-1
403,16:26:54:306088,0.2524234503507614,-1
404,16:26:54:355868,0.24894490838050842,-1
405,16:26:54:415925,0.23870530227820078,-1
406,16:26:54:474920,0.23553577562173209,-1
407,16:26:54:520771,0.22992519040902457,-1
408,16:26:54:569510,0.23248222966988882,-1
409,16:26:54:629407,0.23268468181292215,-1
410,16:26:54:676528,0.23013669749101004,-1
411,16:26:54:727783,0.22855361799399057,-1
412,16:26:54:789435,0.22699996829032898,-1
413,16:26:54:838752,0.22720489899317423,-1
414,16:26:54:898353,0.229836235443751,-1
415,16:26:54:961991,0.2339092642068863,-1
416,16:26:55:024909,0.2386923631032308,-1
417,16:26:55:084130,0.24624616901079813,-1
418,16:26:55:132809,0.2559406061967214,-1
419,16:26:55:193836,0.29275474945704144,0
420,16:26:55:255406,0.3091286818186442,0
421,16:26:55:316747,0.32472099860509235,0
422,16:26:55:375832,0.37675319115320843,0
423,16:26:55:424200,0.398054301738739,0
424,16:26:55:510463,0.40491604804992676,0
425,16:26:55:568403,0.41771872838338214,0
426,16:26:55:620537,0.4656074643135071,0
427,16:26:55:670514,0.4787433346112569,0
428,16:26:55:745479,0.4908507267634074,0
429,16:26:55:796298,0.5002717475096384,1
430,16:26:55:852201,0.529837985833486,1
431,16:26:55:916308,0.5403106609980265,1
432,16:26:55:965153,0.5453625321388245,1
433,16:26:56:011283,0.5506785909334818,1
434,16:26:56:061884,0.554213305314382,1
435,16:26:56:119937,0.5496214230855306,1
436,16:26:56:171298,0.5414563417434692,1
437,16:26:56:231065,0.5346150795618693,1
438,16:26:56:281193,0.5309195121129354,1
439,16:26:56:338810,0.4869418839613597,1
440,16:26:56:389261,0.4667252004146576,1
441,16:26:56:444408,0.4527089099089305,0
442,16:26:56:498920,0.4361572464307149,0
443,16:26:56:554979,0.4211416443188985,0
444,16:26:56:603850,0.37840216358502704,0
445,16:26:56:673784,0.3612942596276601,0
446,16:26:56:735677,0.34985867142677307,0
447,16:26:56:794468,0.33860371510187787,0
448,16:26:56:858244,0.3053654332955678,0
449,16:26:56:918386,0.28879321614901227,0
450,16:26:56:974706,0.2823181053002675,0
451,16:26:57:027574,0.2763337393601735,0
452,16:26:57:084752,0.2515789866447449,-1
453,16:26:57:136752,0.0,0
454,16:26:57:188752,0.0,0
455,16:26:57:240752,0.0,0
456,16:26:57:292752,0.0,0
457,16:26:57:344752,0.0,0
458,16:26:57:396752,0.0,0
459,16:26:57:448752,0.0,0
460,16:26:57:500752,0.0,0
461,16:26:57:552752,0.0,0
462,16:26:57:604752,0.0,0
463,16:26:57:656752,0.0,0
464,16:26:57:708752,0.0,0
465,16:26:57:760752,0.0,0
466,16:26:57:812752,0.0,0
467,16:26:57:864752,0.0,0
468,16:26:57:916752,0.0,0
469,16:26:57:968752,0.0,0
470,16:26:58:020752,0.0,0
471,16:26:58:072752,0.0,0
472,16:26:58:124752,0.0,0
473,16:26:58:176752,0.0,0
474,16:26:58:228752,0.0,0
475,16:26:58:280752,0.0,0
476,16:26:58:332752,0.0,0
477,16:26:58:384752,0.0,0
478,16:26:58:436752,0.0,0
479,16:26:58:488752,0.0,0
480,16:26:58:540752,0.0,0
481,16:26:58:592752,0.0,0
482,16:26:58:644752,0.0,0
483,16:26:58:696752,0.0,0
484,16:26:58:748752,0.0,0
485,16:26:58:800752,0.0,0
486,16:26:58:852752,0.0,0
487,16:26:58:904752,0.0,0
488,16:26:58:956752,0.0,0
489,16:26:59:008752,0.0,0
490,16:26:59:060752,0.0,0
491,16:26:59:112752,0.0,0
492,16:26:59:164752,0.0,0
493,16:26:59:216752,0.0,0
494,16:26:59:268752,0.0,0
495,16:26:59:320752,0.0,0
496,16:26:59:372752,0.0,0
497,16:26:59:424752,0.0,0
498,16:26:59:476752,0.0,0
499,16:26:59:528752,0.0,0
500,16:26:59:580752,0.0,0
501,16:26:59:632752,0.0,0
502,16:26:59:684752,0.0,0
503,16:26:59:736752,0.0,0
504,16:26:59:788752,0.0,0
505,16:26:59:840752,0.0,0
506,16:26:59:892752,0.0,0
507,16:26:59:944752,0.0,0
508,16:26:59:996752,0.0,0
509,16:27:00:048752,0.0,0
510,16:27:00:100752,0.0,0
511,16:27:00:152752,0.0,0
512,16:27:00:204752,0.0,0
513,16:27:00:256752,0.0,0
514,16:27:00:308752,0.0,0
515,16:27:00:360752,0.0,0
516,16:27:00:412752,0.0,0
517,16:27:00:464752,0.0,0
518,16:27:00:516752,0.0,0
519,16:27:00:568752,0.0,0
520,16:27:00:620752,0.0,0
521,16:27:00:672752,0.0,0
522,16:27:00:724752,0.0,0
