dates,values
27-02-23 15:19:20,0.7558531165122986
27-02-23 15:19:20,0.8809226006269455
27-02-23 15:19:20,0.918565072119236
27-02-23 15:19:21,0.9583275690674782
27-02-23 15:19:21,0.9934260472655296
27-02-23 15:19:21,0.9950696155428886
27-02-23 15:19:21,0.9926530346274376
27-02-23 15:19:22,0.977850891649723
27-02-23 15:19:22,0.9423151090741158
27-02-23 15:19:22,0.955150656402111
27-02-23 15:19:22,0.9750479459762573
27-02-23 15:19:23,0.9593085646629333
27-02-23 15:19:23,0.9276883080601692
27-02-23 15:19:23,0.9189701229333878
27-02-23 15:19:23,0.9414397180080414
27-02-23 15:19:24,1.110170729458332
27-02-23 15:19:24,1.036548800766468
27-02-23 15:19:24,1.2533115297555923
27-02-23 15:19:25,1.3631887882947922
27-02-23 15:19:25,1.3418015986680984
27-02-23 15:19:25,1.40105339884758
27-02-23 15:19:25,1.3595394492149353
27-02-23 15:19:26,1.360113337635994
27-02-23 15:19:26,1.3972591906785965
27-02-23 15:19:26,1.3963881880044937
27-02-23 15:19:27,1.3827011436223984
27-02-23 15:19:27,1.1108471006155014
27-02-23 15:19:27,1.372621014714241
27-02-23 15:20:01,0.3664816915988922
27-02-23 15:20:02,0.4096905291080475
27-02-23 15:20:02,0.2844797745347023
27-02-23 15:20:02,0.1504261065274477
27-02-23 15:20:03,0.1965267602354288
27-02-23 15:20:03,0.2873176820576191
27-02-23 15:20:03,0.35231177136301994
27-02-23 15:20:03,0.27522924169898033
27-02-23 15:20:04,0.1383420266211033
27-02-23 15:20:04,0.10839573759585619
27-02-23 15:20:04,0.1380506344139576
27-02-23 15:20:04,0.28191516548395157
27-02-23 15:20:05,0.3652501665055752
27-02-23 15:20:05,0.2574154920876026
27-02-23 15:20:05,0.13968835212290287
27-02-23 15:20:06,0.2110876478254795
27-02-23 15:20:06,0.08845262695103884
27-02-23 15:20:06,0.23640743270516396
27-02-23 15:20:06,0.30953672155737877
27-02-23 15:20:07,0.3175494372844696
27-02-23 15:20:07,0.18587566539645195
27-02-23 15:20:07,0.10984667483717203
27-02-23 15:20:07,0.22467632172629237
27-02-23 15:20:08,0.07944711856544018
27-02-23 15:20:08,0.15253925789147615
27-02-23 15:20:08,0.30633288994431496
27-02-23 15:20:09,0.32136618718504906
27-02-23 15:20:09,0.12780347373336554
27-02-23 15:20:09,0.20009866822510958
27-02-23 15:20:09,0.22336555738002062
27-02-23 15:20:10,0.14801912009716034
27-02-23 15:20:10,0.2749546989798546
27-02-23 15:20:10,0.30770671367645264
27-02-23 15:20:10,0.1594655830413103
27-02-23 15:20:11,0.06896076491102576
27-02-23 15:20:11,0.21634948998689651
27-02-23 15:20:11,0.15716299414634705
27-02-23 15:20:11,0.2519107386469841
27-02-23 15:20:12,0.31460776925086975
27-02-23 15:20:12,0.17307311855256557
27-02-23 15:20:12,0.07227718783542514
27-02-23 15:20:12,0.19737776601687074
27-02-23 15:20:13,0.13932067714631557
27-02-23 15:20:13,0.2775922305881977
27-02-23 15:20:13,0.2835358940064907
27-02-23 15:20:13,0.11470574140548706
27-02-23 15:20:14,0.21236584056168795
27-02-23 15:20:14,0.0931521151214838
27-02-23 15:20:14,0.3010249622166157
27-02-23 15:20:15,0.3229314610362053
27-02-23 15:20:15,0.20004549995064735
27-02-23 15:20:15,0.06520388601347804
27-02-23 15:20:15,0.22392923198640347
27-02-23 15:20:15,0.09344760980457067
27-02-23 15:20:16,0.2438848465681076
27-02-23 15:20:16,0.3410113900899887
27-02-23 15:20:16,0.179283631965518
27-02-23 15:20:16,0.05485000507906079
27-02-23 15:20:17,0.18447876092977822
27-02-23 15:20:17,0.09228735230863094
27-02-23 15:20:17,0.2736246883869171
27-02-23 15:20:18,0.3309987336397171
27-02-23 15:20:18,0.26764487102627754
27-02-23 15:20:18,0.08743304014205933
27-02-23 15:20:18,0.20486362441442907
27-02-23 15:20:19,0.197970996145159
27-02-23 15:20:19,0.1373203806579113
27-02-23 15:20:19,0.24842272326350212
27-02-23 15:20:20,0.3315277621150017
27-02-23 15:20:20,0.36740652844309807
27-02-23 15:20:20,0.337565578520298
27-02-23 15:20:20,0.21700317598879337
27-02-23 15:20:21,0.07028064131736755
27-02-23 15:20:21,0.18539346428588033
27-02-23 15:20:21,0.20437674690037966
27-02-23 15:20:22,0.060275953728705645
27-02-23 15:20:22,0.15247268229722977
27-02-23 15:20:22,0.24446560628712177
27-02-23 15:20:22,0.38442132249474525
27-02-23 15:20:23,0.40991954505443573
27-02-23 15:20:23,0.3966711275279522
27-02-23 15:20:23,0.2757834121584892
27-02-23 15:20:23,0.165009880438447
27-02-23 15:20:24,0.05268702236935496
27-02-23 15:20:24,0.1737923459149897
27-02-23 15:20:24,0.05382285243831575
27-02-23 15:20:25,0.060664485208690166
27-02-23 15:20:25,0.14738942123949528
27-02-23 15:20:25,0.22990821488201618
27-02-23 15:20:25,0.2931867651641369
27-02-23 15:20:26,0.34852051734924316
27-02-23 15:20:26,0.3005181923508644
27-02-23 15:20:26,0.17587878555059433
27-02-23 15:20:26,0.06918072467669845
27-02-23 15:20:27,0.2022263454273343
27-02-23 15:20:27,0.07997054606676102
27-02-23 15:20:27,0.06439265795052052
27-02-23 15:20:27,0.14702900312840939
27-02-23 15:20:28,0.23427911289036274
27-02-23 15:20:28,0.3179042302072048
27-02-23 15:20:28,0.3674212135374546
27-02-23 15:20:28,0.37252427637577057
27-02-23 15:20:29,0.30755365267395973
27-02-23 15:20:29,0.2452948596328497
27-02-23 15:20:29,0.12704765237867832
27-02-23 15:20:29,-0.029393431439530104
27-02-23 15:20:30,0.0694842729717493
27-02-23 15:20:30,0.14953340776264668
27-02-23 15:20:30,0.03235233038503793
27-02-23 15:20:30,0.07916189916431904
27-02-23 15:20:31,0.1643417812883854
27-02-23 15:20:31,0.22177054546773434
27-02-23 15:20:31,0.30339041724801064
27-02-23 15:20:31,0.37631819024682045
27-02-23 15:20:32,0.48551009222865105
27-02-23 15:20:32,0.44310835376381874
27-02-23 15:20:32,0.4298625588417053
27-02-23 15:20:32,0.28202053532004356
27-02-23 15:20:33,0.23029515892267227
27-02-23 15:20:33,0.14281611517071724
27-02-23 15:20:33,0.16149970330297947
27-02-23 15:20:34,0.19490929134190083
27-02-23 15:20:34,0.21026497799903154
27-02-23 15:20:34,0.0674910768866539
27-02-23 15:20:34,0.10550439078360796
27-02-23 15:20:35,0.21861908584833145
27-02-23 15:20:35,0.31605879962444305
27-02-23 15:20:35,0.3943888507783413
27-02-23 15:20:35,0.42104875296354294
27-02-23 15:20:36,0.36111626774072647
27-02-23 15:20:36,0.25993770360946655
27-02-23 15:20:36,0.12316914275288582
27-02-23 15:20:37,0.04682030389085412
27-02-23 15:20:37,0.04459977289661765
27-02-23 15:20:37,0.17086435854434967
27-02-23 15:20:37,0.09822337236255407
27-02-23 15:20:38,0.10967657621949911
27-02-23 15:20:38,0.21024972572922707
27-02-23 15:20:38,0.30610746517777443
27-02-23 15:20:38,0.38663943111896515
27-02-23 15:20:39,0.42576807737350464
27-02-23 15:20:39,0.44480858370661736
27-02-23 15:20:39,0.5099983476102352
27-02-23 15:20:39,0.31763388961553574
27-02-23 15:20:40,0.18201247043907642
27-02-23 15:20:40,0.06645623175427318
27-02-23 15:20:40,0.16117335227318108
27-02-23 15:20:40,0.18898280384019017
27-02-23 15:20:41,0.18409828178118914
27-02-23 15:20:41,0.1334888143464923
27-02-23 15:20:41,0.07912574429064989
27-02-23 15:20:41,0.16351491585373878
27-02-23 15:20:42,0.2464714590460062
27-02-23 15:20:42,0.3055884838104248
27-02-23 15:20:42,0.4032892473042011
27-02-23 15:20:43,0.4282110556960106
27-02-23 15:20:43,0.4771139658987522
27-02-23 15:20:43,0.5507554672658443
27-02-23 15:20:43,0.47451096028089523
27-02-23 15:20:44,0.42874711751937866
27-02-23 15:20:44,0.2847449854016304
27-02-23 15:20:44,0.1933610923588276
27-02-23 15:20:44,0.13743104971945286
27-02-23 15:20:44,0.059104525949805975
27-02-23 15:20:45,0.19845179840922356
27-02-23 15:20:45,0.20576778991380706
27-02-23 15:20:45,0.19846075004898012
27-02-23 15:20:45,0.18613869324326515
27-02-23 15:20:46,0.06814726209267974
27-02-23 15:20:46,0.13298206124454737
27-02-23 15:20:46,0.22459053993225098
27-02-23 15:20:47,0.30786148458719254
27-02-23 15:20:47,0.3408367745578289
27-02-23 15:20:47,0.39820291101932526
27-02-23 15:20:47,0.47740181535482407
27-02-23 15:20:48,0.5000386089086533
27-02-23 15:20:48,0.5474220514297485
27-02-23 15:20:48,0.37591636925935745
27-02-23 15:20:48,0.2552882321178913
27-02-23 15:20:49,0.14894722402095795
