dates,values,spike/deep
14:11:37:591838,0.7457382678985596,0
14:11:37:653520,0.7542986373106638,0
14:11:37:714797,0.7592739661534628,0
14:11:37:780093,0.7623856763044993,0
14:11:37:838888,0.7654275745153427,0
14:11:37:887156,0.7687555948893229,0
14:11:37:932117,0.7743367205063502,0
14:11:37:981244,0.7806577185789744,0
14:11:38:044901,0.7814608663320541,0
14:11:38:107204,0.7892932717998823,0
14:11:38:163300,0.791175385316213,0
14:11:38:217068,0.7938387468457222,1
14:11:38:275910,0.796274853249391,1
14:11:38:334701,0.7994398673375448,1
14:11:38:384779,0.8006719797849655,1
14:11:38:443096,0.8036476299166679,1
14:11:38:492932,0.8056461264689764,1
14:11:38:559981,0.8076288650433222,1
14:11:38:606981,0.0,0
14:11:38:653981,0.0,0
14:11:38:700981,0.0,0
14:11:38:747981,0.0,0
14:11:38:794981,0.0,0
14:11:38:841981,0.0,0
14:11:38:888981,0.0,0
14:11:38:935981,0.0,0
14:11:38:982981,0.0,0
14:11:39:029981,0.0,0
14:11:39:076981,0.0,0
14:11:39:123981,0.0,0
14:11:39:170981,0.0,0
14:11:39:217981,0.0,0
14:11:39:264981,0.0,0
14:11:39:311981,0.0,0
14:11:39:358981,0.0,0
14:11:39:405981,0.0,0
14:11:39:452981,0.0,0
14:11:39:499981,0.0,0
14:11:39:546981,0.0,0
14:11:39:593981,0.0,0
14:11:39:640981,0.0,0
14:11:39:687981,0.0,0
14:11:39:734981,0.0,0
14:11:39:781981,0.0,0
14:11:39:828981,0.0,0
14:11:39:875981,0.0,0
14:11:39:922981,0.0,0
14:11:39:969981,0.0,0
14:11:40:016981,0.0,0
14:11:40:063981,0.0,0
14:11:40:110981,0.0,0
14:11:40:157981,0.0,0
14:11:40:204981,0.0,0
14:11:40:251981,0.0,0
14:11:40:298981,0.0,0
14:11:40:345981,0.0,0
14:11:40:392981,0.0,0
14:11:40:439981,0.0,0
14:11:40:486981,0.0,0
14:11:40:533981,0.0,0
14:11:40:580981,0.0,0
14:11:40:627981,0.0,0
14:11:40:674981,0.0,0
14:11:40:721981,0.0,0
14:11:40:768981,0.0,0
14:11:40:815981,0.0,0
14:11:40:862981,0.0,0
14:11:40:909981,0.0,0
14:11:40:956981,0.0,0
14:11:41:003981,0.0,0
14:11:41:050981,0.0,0
14:11:41:097981,0.0,0
14:11:41:144981,0.0,0
14:11:41:191981,0.0,0
14:11:41:238981,0.0,0
14:11:41:285981,0.0,0
14:11:41:332981,0.0,0
14:11:41:379981,0.0,0
14:11:41:426981,0.0,0
14:11:41:473981,0.0,0
14:11:41:520981,0.0,0
14:11:41:567981,0.0,0
14:11:41:614981,0.0,0
14:11:41:661981,0.0,0
14:11:41:708981,0.0,0
14:11:41:755981,0.0,0
14:11:41:802981,0.0,0
14:11:41:849981,0.0,0
14:11:41:896981,0.0,0
14:11:41:943981,0.0,0
14:11:41:990981,0.0,0
14:11:42:037981,0.0,0
14:11:42:084981,0.0,0
14:11:42:131981,0.0,0
14:11:42:178981,0.0,0
14:11:42:225981,0.0,0
14:11:42:272981,0.0,0
14:11:42:319981,0.0,0
14:11:42:366981,0.0,0
14:11:42:413981,0.0,0
14:11:42:460981,0.0,0
14:11:42:507981,0.0,0
14:11:42:554981,0.0,0
14:11:42:601981,0.0,0
14:11:42:648981,0.0,0
14:11:42:695981,0.0,0
14:11:42:742981,0.0,0
14:11:42:789981,0.0,0
14:11:42:836981,0.0,0
14:11:42:883981,0.0,0
14:11:42:930981,0.0,0
14:11:42:977981,0.0,0
14:11:43:024981,0.0,0
14:11:43:071981,0.0,0
14:11:43:118981,0.0,0
14:11:43:165981,0.0,0
14:11:43:212981,0.0,0
14:11:43:259981,0.0,0
