dates,values,Speed,Rest_Time,Intensity,Fatigue
12-02-23 10:35:19,0.5546006162961324,-1.739741843423724e+26,,0.277213321055895,-0.007913282292860535
12-02-23 10:35:21,0.4411575165059831,-1.2604788865572146e+27,,0.21994851880971295,-0.05726480224618208
12-02-23 10:35:24,0.5550138420528836,1.26507028385445e+27,,0.27813945616836905,0.0581909373586561
12-02-23 10:35:24,0.5640557077195909,1.0046517407452538e+26,,0.2820780864468327,0.0039386302784636396
12-02-23 10:35:25,0.5700905256801181,6.7053532894746485e+25,,0.2850787896065064,0.003000703159673712
12-02-23 10:35:25,0.5624885426627265,-8.446647797101743e+25,,0.28120203809237776,-0.00387675151412864
12-02-23 10:35:26,0.43870598408910966,-1.3753617619290764e+27,,0.21866531116359028,-0.06253672692878748
12-02-23 10:35:26,0.43068982826338875,-8.906839806356561e+25,,0.2153003799326626,-0.0033649312309276813
12-02-23 10:35:27,0.4371996521949768,7.233137701764505e+25,,0.2186359917859972,0.0033356118533346135
12-02-23 10:35:27,0.44022466076744926,3.3611206360805042e+25,,0.22012913598690503,0.00149314420090782
12-02-23 10:35:29,0.5603231920136346,1.3344281249576146e+27,,0.2808288100692961,0.060699674082391075
12-02-23 10:35:29,0.5641284584999084,4.22807387363765e+25,,0.2820853696193224,0.0012565595500262927
12-02-23 10:35:30,0.5596675541665819,-4.956560370362862e+25,,0.2798089942814391,-0.002276375337883274
12-02-23 10:35:30,0.5605306757820977,9.590240172398081e+24,,0.28027013301113507,0.0004611387296959424
12-02-23 10:35:30,0.5585637026362948,-2.1855257175587253e+25,,0.27927092368955964,-0.0009992093215754339
12-02-23 10:35:32,0.44857390059365165,-1.2221089115849244e+27,,0.22367589584103337,-0.05559502784852627
12-02-23 10:35:33,0.43672991130087113,-1.3159988103089468e+26,,0.21829915570992012,-0.00537674013111325
12-02-23 10:35:33,0.4352398481633928,-1.6556257083092756e+25,,0.21761164595315485,-0.0006875097567652644
12-02-23 10:35:33,0.437713364760081,2.748351774098009e+25,,0.21887042413891097,0.0012587781857561209
12-02-23 10:35:34,0.4348303708765242,-3.203326537285315e+25,,0.21739916880557567,-0.0014712553333353084
12-02-23 10:35:34,0.4356935653421614,9.591049618191188e+24,,0.2178515781958898,0.0004524093903141291
12-02-23 10:35:34,0.43950428896480137,4.234137358488839e+25,,0.21977331516919313,0.001921736973303334
12-02-23 10:35:35,0.4486140211423238,0.00010121924641691581,,0.22435762019437036,0.004584305025177232
