dates,values,spike/deep
11:32:39:825880,0.27211163689692813,-1.0
11:32:39:889681,0.2728458642959595,-1.0
11:32:39:945129,0.27254507690668106,-1.0
11:32:40:012093,0.2713102176785469,-1.0
11:32:40:072931,0.2699719841281573,-1.0
11:32:40:142296,0.2675124804178874,-1.0
11:32:40:198984,0.26712317764759064,-1.0
11:32:40:257826,0.2660817603270213,-1.0
11:32:40:321183,0.26612648119529086,-1.0
11:32:40:378030,0.26652717341979343,-1.0
11:32:40:444443,0.26521265258391696,-1.0
11:32:40:517816,0.26497673988342285,-1.0
11:32:40:575692,0.26528768241405487,-1.0
11:32:40:644671,0.265438807507356,-1.0
11:32:40:696670,0.26541656752427417,-1.0
11:32:40:759640,0.26892398049434024,-1.0
11:32:40:823930,0.2741717944542567,-1.0
11:32:42:121747,0.47015220920244855,0.0
11:32:42:174494,0.47303304076194763,0.0
11:32:42:241275,0.4843279719352722,0.0
11:32:42:306287,0.49086223045984906,0.0
11:32:42:355423,0.4943557381629944,0.0
11:32:42:414143,0.502213329076767,1.0
11:32:42:473094,0.5097732543945312,1.0
11:32:42:548554,0.5141442517439524,1.0
11:32:42:609031,0.5167516469955444,1.0
11:32:42:674548,0.5232922534147898,1.0
11:32:42:732558,0.5248050590356191,1.0
11:32:42:786616,0.5281930764516195,1.0
11:32:42:842571,0.5298594435056051,1.0
11:32:42:907070,0.5368894835313162,1.0
11:32:42:960171,0.5375879208246866,1.0
11:32:43:025086,0.5373955368995667,1.0
11:32:43:084418,0.5337885320186615,1.0
11:32:43:161844,0.5308513542016348,1.0
11:32:43:236367,0.5207986732323965,1.0
11:32:43:296243,0.488663246234258,0.0
11:32:43:360186,0.4775628944238027,0.0
11:32:44:416359,0.27053369333346683,-1.0
11:32:44:482702,0.2707533488670985,-1.0
11:32:44:543626,0.2721950486302376,-1.0
11:32:44:608801,0.2708877871433894,-1.0
11:32:44:672403,0.2710307364662488,-1.0
11:32:44:721091,0.2689111903309822,-1.0
11:32:44:783904,0.26761383314927417,-1.0
11:32:44:848121,0.26544755945603055,-1.0
11:32:44:908302,0.2635963285962741,-1.0
11:32:44:972709,0.26380106061697006,-1.0
11:32:45:040442,0.26437650124231976,-1.0
11:32:45:097912,0.2644604643185933,-1.0
11:32:45:167467,0.26443183918793994,-1.0
11:32:45:223126,0.26305237660805386,-1.0
11:32:45:290906,0.2621673171718915,-1.0
11:32:45:348083,0.26253196348746616,-1.0
11:32:45:420877,0.262575830022494,-1.0
11:32:45:493117,0.2723093330860138,-1.0
11:32:46:541909,0.4679100811481476,0.0
11:32:46:608356,0.46943456927935284,0.0
11:32:46:675098,0.4723981519540151,0.0
11:32:46:740570,0.48768001794815063,0.0
11:32:46:798436,0.4922589461008708,0.0
11:32:46:855391,0.49514639377593994,0.0
11:32:46:910839,0.5069769223531088,0.0
11:32:46:975513,0.5067160626252493,0.0
11:32:47:041623,0.5073756575584412,0.0
11:32:47:091857,0.5052624940872192,0.0
11:32:47:158265,0.5020942091941833,0.0
11:32:47:229938,0.4923756817976634,0.0
11:32:47:290571,0.48045342167218524,0.0
11:32:48:677429,0.276476929585139,-1.0
11:32:48:853273,0.2758217553297679,-1.0
11:32:48:913920,0.27174751460552216,-1.0
